indicator,region,unit,year,value,source
Période courante,Guéra,Number,2017,37777.0,INSEED - Food Security
Période courante,Guéra,Number,2017,9473.0,INSEED - Food Security
Période courante,Guéra,Number,2018,82460.0,INSEED - Food Security
Période courante,Guéra,Number,2018,14280.0,INSEED - Food Security
Période courante,Guéra,Number,2019,0.0,INSEED - Food Security
Période courante,Guéra,Number,2019,2537.0,INSEED - Food Security
Période courante,Guéra,Number,2020,46211.0,INSEED - Food Security
Période courante,Guéra,Number,2020,36245.0,INSEED - Food Security
Période courante,Guéra,Number,2021,55985.0,INSEED - Food Security
Période courante,Guéra,Number,2021,58904.0,INSEED - Food Security
Période courante,Guéra,Number,2022,52141.0,INSEED - Food Security
Période courante,Guéra,Number,2022,37721.0,INSEED - Food Security
Période courante,Guéra,Number,2023,52302.0,INSEED - Food Security
Période courante,Guéra,Number,2023,107965.0,INSEED - Food Security
Période courante,Guéra,Number,2024,114056.0,INSEED - Food Security
Période courante,Hadjer-Lamis,Number,2016,25242.0,INSEED - Food Security
Période courante,Hadjer-Lamis,Number,2016,22566.0,INSEED - Food Security
Période courante,Hadjer-Lamis,Number,2017,13584.0,INSEED - Food Security
Période courante,Hadjer-Lamis,Number,2018,0.0,INSEED - Food Security
Période courante,Hadjer-Lamis,Number,2018,0.0,INSEED - Food Security
Période courante,Hadjer-Lamis,Number,2019,0.0,INSEED - Food Security
Période courante,Hadjer-Lamis,Number,2019,20607.0,INSEED - Food Security
Période courante,Hadjer-Lamis,Number,2020,8341.0,INSEED - Food Security
Période courante,Hadjer-Lamis,Number,2020,18572.0,INSEED - Food Security
Période courante,Hadjer-Lamis,Number,2021,107894.0,INSEED - Food Security
Période courante,Hadjer-Lamis,Number,2021,51869.0,INSEED - Food Security
Période courante,Hadjer-Lamis,Number,2022,113341.0,INSEED - Food Security
Période courante,Hadjer-Lamis,Number,2022,27244.0,INSEED - Food Security
Période courante,Hadjer-Lamis,Number,2023,38608.0,INSEED - Food Security
Période courante,Hadjer-Lamis,Number,2023,127733.0,INSEED - Food Security
Période courante,Hadjer-Lamis,Number,2024,139388.0,INSEED - Food Security
Période courante,Kanem,Number,2016,109606.0,INSEED - Food Security
Période courante,Kanem,Number,2016,11370.0,INSEED - Food Security
Période courante,Kanem,Number,2017,26879.0,INSEED - Food Security
Période courante,Kanem,Number,2017,12622.0,INSEED - Food Security
Période courante,Kanem,Number,2018,63301.0,INSEED - Food Security
Période courante,Kanem,Number,2018,15650.0,INSEED - Food Security
Période courante,Kanem,Number,2019,19840.0,INSEED - Food Security
Période courante,Kanem,Number,2019,36062.0,INSEED - Food Security
Période courante,Kanem,Number,2020,42964.0,INSEED - Food Security
Période courante,Kanem,Number,2020,46863.0,INSEED - Food Security
Période courante,Kanem,Number,2021,84008.0,INSEED - Food Security
Période courante,Kanem,Number,2021,102695.0,INSEED - Food Security
Période courante,Kanem,Number,2022,67358.0,INSEED - Food Security
Période courante,Kanem,Number,2022,38620.0,INSEED - Food Security
Période courante,Kanem,Number,2023,59965.0,INSEED - Food Security
Période courante,Kanem,Number,2023,123686.0,INSEED - Food Security
Période courante,Kanem,Number,2024,184127.0,INSEED - Food Security
Période courante,Lac,Number,2016,136164.0,INSEED - Food Security
Période courante,Lac,Number,2016,81438.0,INSEED - Food Security
Période courante,Lac,Number,2017,159603.0,INSEED - Food Security
Période courante,Lac,Number,2017,26858.0,INSEED - Food Security
Période courante,Lac,Number,2018,132966.0,INSEED - Food Security
Période courante,Lac,Number,2018,24665.0,INSEED - Food Security
Période courante,Lac,Number,2019,107748.0,INSEED - Food Security
Période courante,Lac,Number,2019,22610.0,INSEED - Food Security
Période courante,Lac,Number,2020,44972.0,INSEED - Food Security
Période courante,Lac,Number,2020,52286.0,INSEED - Food Security
Période courante,Lac,Number,2021,145202.0,INSEED - Food Security
Période courante,Lac,Number,2021,106900.0,INSEED - Food Security
Période courante,Lac,Number,2022,112592.0,INSEED - Food Security
Période courante,Lac,Number,2022,64597.0,INSEED - Food Security
Période courante,Lac,Number,2023,50726.0,INSEED - Food Security
Période courante,Lac,Number,2023,157840.0,INSEED - Food Security
Période courante,Lac,Number,2024,269099.0,INSEED - Food Security
Période courante,Logone Occidental,Number,2016,81167.0,INSEED - Food Security
Période courante,Logone Occidental,Number,2016,5445.0,INSEED - Food Security
Période courante,Logone Occidental,Number,2017,0.0,INSEED - Food Security
Période courante,Logone Occidental,Number,2017,0.0,INSEED - Food Security
Période courante,Logone Occidental,Number,2018,0.0,INSEED - Food Security
Période courante,Logone Occidental,Number,2018,0.0,INSEED - Food Security
Période courante,Logone Occidental,Number,2019,16389.0,INSEED - Food Security
Période courante,Logone Occidental,Number,2019,14633.0,INSEED - Food Security
Période courante,Logone Occidental,Number,2020,13663.0,INSEED - Food Security
Période courante,Logone Occidental,Number,2020,47252.0,INSEED - Food Security
Période courante,Logone Occidental,Number,2021,79592.0,INSEED - Food Security
Période courante,Logone Occidental,Number,2021,75485.0,INSEED - Food Security
Période courante,Logone Occidental,Number,2022,100346.0,INSEED - Food Security
Période courante,Logone Occidental,Number,2022,63038.0,INSEED - Food Security
Période courante,Logone Occidental,Number,2023,67537.0,INSEED - Food Security
Période courante,Logone Occidental,Number,2023,131347.0,INSEED - Food Security
Période courante,Logone Occidental,Number,2024,78020.0,INSEED - Food Security
Période courante,Logone Oriental,Number,2016,39976.0,INSEED - Food Security
Période courante,Logone Oriental,Number,2016,1434.0,INSEED - Food Security
Période courante,Logone Oriental,Number,2017,0.0,INSEED - Food Security
Période courante,Logone Oriental,Number,2017,0.0,INSEED - Food Security
Période courante,Logone Oriental,Number,2018,0.0,INSEED - Food Security
Période courante,Logone Oriental,Number,2018,55391.0,INSEED - Food Security
Période courante,Logone Oriental,Number,2019,25563.0,INSEED - Food Security
Période courante,Logone Oriental,Number,2019,7083.0,INSEED - Food Security
Période courante,Logone Oriental,Number,2020,26152.0,INSEED - Food Security
Période courante,Logone Oriental,Number,2020,65457.0,INSEED - Food Security
Période courante,Logone Oriental,Number,2021,91922.0,INSEED - Food Security
Période courante,Logone Oriental,Number,2021,74299.0,INSEED - Food Security
Période courante,Logone Oriental,Number,2022,72682.0,INSEED - Food Security
Période courante,Logone Oriental,Number,2022,90437.0,INSEED - Food Security
Période courante,Logone Oriental,Number,2023,114138.0,INSEED - Food Security
Période courante,Logone Oriental,Number,2023,169883.0,INSEED - Food Security
Période courante,Logone Oriental,Number,2024,169456.0,INSEED - Food Security
Période courante,Mandoul,Number,2016,63111.0,INSEED - Food Security
Période courante,Mandoul,Number,2016,2053.0,INSEED - Food Security
Période courante,Mandoul,Number,2017,0.0,INSEED - Food Security
Période courante,Mandoul,Number,2017,0.0,INSEED - Food Security
Période courante,Mandoul,Number,2018,0.0,INSEED - Food Security
Période courante,Mandoul,Number,2018,0.0,INSEED - Food Security
Période courante,Mandoul,Number,2019,15657.0,INSEED - Food Security
Période courante,Mandoul,Number,2019,0.0,INSEED - Food Security
Période courante,Mandoul,Number,2020,0.0,INSEED - Food Security
Période courante,Mandoul,Number,2020,14618.0,INSEED - Food Security
Période courante,Mandoul,Number,2021,19948.0,INSEED - Food Security
Période courante,Mandoul,Number,2021,26348.0,INSEED - Food Security
Période courante,Mandoul,Number,2022,13947.0,INSEED - Food Security
Période courante,Mandoul,Number,2022,21776.0,INSEED - Food Security
Période courante,Mandoul,Number,2023,19541.0,INSEED - Food Security
Période courante,Mandoul,Number,2023,72901.0,INSEED - Food Security
Période courante,Mandoul,Number,2024,146785.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Est,Number,2016,24124.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Est,Number,2016,0.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Est,Number,2017,0.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Est,Number,2017,0.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Est,Number,2018,0.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Est,Number,2018,0.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Est,Number,2019,24202.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Est,Number,2019,10416.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Est,Number,2020,6976.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Est,Number,2020,28481.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Est,Number,2021,42830.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Est,Number,2021,33451.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Est,Number,2022,56234.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Est,Number,2022,56327.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Est,Number,2023,31427.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Est,Number,2023,144278.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Est,Number,2024,13435.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Ouest,Number,2016,34964.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Ouest,Number,2016,0.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Ouest,Number,2017,0.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Ouest,Number,2017,0.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Ouest,Number,2018,0.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Ouest,Number,2018,0.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Ouest,Number,2019,0.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Ouest,Number,2019,7717.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Ouest,Number,2020,0.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Ouest,Number,2020,13939.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Ouest,Number,2021,36070.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Ouest,Number,2021,836.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Ouest,Number,2022,14185.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Ouest,Number,2022,19550.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Ouest,Number,2023,16909.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Ouest,Number,2023,48329.0,INSEED - Food Security
Période courante,Mayo-Kébbi-Ouest,Number,2024,116772.0,INSEED - Food Security
Période courante,Moyen-Chari,Number,2016,41294.0,INSEED - Food Security
Période courante,Moyen-Chari,Number,2016,19676.0,INSEED - Food Security
Période courante,Moyen-Chari,Number,2017,7802.0,INSEED - Food Security
Période courante,Moyen-Chari,Number,2017,0.0,INSEED - Food Security
Période courante,Moyen-Chari,Number,2018,0.0,INSEED - Food Security
Période courante,Moyen-Chari,Number,2018,0.0,INSEED - Food Security
Période courante,Moyen-Chari,Number,2019,0.0,INSEED - Food Security
Période courante,Moyen-Chari,Number,2019,4514.0,INSEED - Food Security
Période courante,Moyen-Chari,Number,2020,17304.0,INSEED - Food Security
Période courante,Moyen-Chari,Number,2020,11112.0,INSEED - Food Security
Période courante,Moyen-Chari,Number,2021,53502.0,INSEED - Food Security
Période courante,Moyen-Chari,Number,2021,24854.0,INSEED - Food Security
Période courante,Moyen-Chari,Number,2022,18551.0,INSEED - Food Security
Période courante,Moyen-Chari,Number,2022,55321.0,INSEED - Food Security
Période courante,Moyen-Chari,Number,2023,72805.0,INSEED - Food Security
Période courante,Moyen-Chari,Number,2023,81173.0,INSEED - Food Security
Période courante,Moyen-Chari,Number,2024,75221.0,INSEED - Food Security
Période courante,Ouaddaï,Number,2016,38452.0,INSEED - Food Security
Période courante,Ouaddaï,Number,2016,89556.0,INSEED - Food Security
Période courante,Ouaddaï,Number,2017,39802.0,INSEED - Food Security
Période courante,Ouaddaï,Number,2017,18054.0,INSEED - Food Security
Période courante,Ouaddaï,Number,2018,79826.0,INSEED - Food Security
Période courante,Ouaddaï,Number,2018,4060.0,INSEED - Food Security
Période courante,Ouaddaï,Number,2019,0.0,INSEED - Food Security
Période courante,Ouaddaï,Number,2019,43523.0,INSEED - Food Security
Période courante,Ouaddaï,Number,2020,32142.0,INSEED - Food Security
Période courante,Ouaddaï,Number,2020,31825.0,INSEED - Food Security
Période courante,Ouaddaï,Number,2021,76694.0,INSEED - Food Security
Période courante,Ouaddaï,Number,2021,36152.0,INSEED - Food Security
Période courante,Ouaddaï,Number,2022,180343.0,INSEED - Food Security
Période courante,Ouaddaï,Number,2022,58414.0,INSEED - Food Security
Période courante,Ouaddaï,Number,2023,104885.0,INSEED - Food Security
Période courante,Ouaddaï,Number,2023,172998.0,INSEED - Food Security
Période courante,Ouaddaï,Number,2024,246424.0,INSEED - Food Security
Période courante,Salamat,Number,2016,10000.0,INSEED - Food Security
Période courante,Salamat,Number,2016,11175.0,INSEED - Food Security
Période courante,Salamat,Number,2017,0.0,INSEED - Food Security
Période courante,Salamat,Number,2017,5005.0,INSEED - Food Security
Période courante,Salamat,Number,2018,0.0,INSEED - Food Security
Période courante,Salamat,Number,2018,1839.0,INSEED - Food Security
Période courante,Salamat,Number,2019,0.0,INSEED - Food Security
Période courante,Salamat,Number,2019,2681.0,INSEED - Food Security
Période courante,Salamat,Number,2020,12419.0,INSEED - Food Security
Période courante,Salamat,Number,2020,13354.0,INSEED - Food Security
Période courante,Salamat,Number,2021,31856.0,INSEED - Food Security
Période courante,Salamat,Number,2021,81717.0,INSEED - Food Security
Période courante,Salamat,Number,2022,37480.0,INSEED - Food Security
Période courante,Salamat,Number,2022,12970.0,INSEED - Food Security
Période courante,Salamat,Number,2023,28893.0,INSEED - Food Security
Période courante,Salamat,Number,2023,53016.0,INSEED - Food Security
Période courante,Salamat,Number,2024,38299.0,INSEED - Food Security
Période courante,Sila,Number,2016,16205.0,INSEED - Food Security
Période courante,Sila,Number,2016,16506.0,INSEED - Food Security
Période courante,Sila,Number,2017,10283.0,INSEED - Food Security
Période courante,Sila,Number,2017,12605.0,INSEED - Food Security
Période courante,Sila,Number,2018,0.0,INSEED - Food Security
Période courante,Sila,Number,2018,0.0,INSEED - Food Security
Période courante,Sila,Number,2019,0.0,INSEED - Food Security
Période courante,Sila,Number,2019,4502.0,INSEED - Food Security
Période courante,Sila,Number,2020,35110.0,INSEED - Food Security
Période courante,Sila,Number,2020,28645.0,INSEED - Food Security
Période courante,Sila,Number,2021,49391.0,INSEED - Food Security
Période courante,Sila,Number,2021,15610.0,INSEED - Food Security
Période courante,Sila,Number,2022,76225.0,INSEED - Food Security
Période courante,Sila,Number,2022,22742.0,INSEED - Food Security
Période courante,Sila,Number,2023,38612.0,INSEED - Food Security
Période courante,Sila,Number,2023,110174.0,INSEED - Food Security
Période courante,Sila,Number,2024,132933.0,INSEED - Food Security
Période courante,TCHAD,Number,2016,1001757.0,INSEED - Food Security
Période courante,TCHAD,Number,2016,455953.0,INSEED - Food Security
Période courante,TCHAD,Number,2017,380320.0,INSEED - Food Security
Période courante,TCHAD,Number,2017,146426.0,INSEED - Food Security
Période courante,TCHAD,Number,2018,623983.0,INSEED - Food Security
Période courante,TCHAD,Number,2018,188887.0,INSEED - Food Security
Période courante,TCHAD,Number,2019,311990.0,INSEED - Food Security
Période courante,TCHAD,Number,2019,260367.0,INSEED - Food Security
Période courante,TCHAD,Number,2020,438028.0,INSEED - Food Security
Période courante,TCHAD,Number,2020,600773.0,INSEED - Food Security
Période courante,TCHAD,Number,2021,1276190.0,INSEED - Food Security
Période courante,TCHAD,Number,2021,963243.0,INSEED - Food Security
Période courante,TCHAD,Number,2022,1293813.0,INSEED - Food Security
Période courante,TCHAD,Number,2022,809237.0,INSEED - Food Security
Période courante,TCHAD,Number,2023,1039974.0,INSEED - Food Security
Période courante,TCHAD,Number,2023,2058264.0,INSEED - Food Security
Période courante,TCHAD,Number,2024,2401973.0,INSEED - Food Security
Période courante,Tandjilé,Number,2016,28540.0,INSEED - Food Security
Période courante,Tandjilé,Number,2016,0.0,INSEED - Food Security
Période courante,Tandjilé,Number,2017,16894.0,INSEED - Food Security
Période courante,Tandjilé,Number,2017,10491.0,INSEED - Food Security
Période courante,Tandjilé,Number,2018,0.0,INSEED - Food Security
Période courante,Tandjilé,Number,2018,0.0,INSEED - Food Security
Période courante,Tandjilé,Number,2019,22770.0,INSEED - Food Security
Période courante,Tandjilé,Number,2019,7494.0,INSEED - Food Security
Période courante,Tandjilé,Number,2020,4698.0,INSEED - Food Security
Période courante,Tandjilé,Number,2020,28396.0,INSEED - Food Security
Période courante,Tandjilé,Number,2021,32576.0,INSEED - Food Security
Période courante,Tandjilé,Number,2021,38009.0,INSEED - Food Security
Période courante,Tandjilé,Number,2022,57349.0,INSEED - Food Security
Période courante,Tandjilé,Number,2022,86643.0,INSEED - Food Security
Période courante,Tandjilé,Number,2023,46491.0,INSEED - Food Security
Période courante,Tandjilé,Number,2023,101708.0,INSEED - Food Security
Période courante,Tandjilé,Number,2024,126805.0,INSEED - Food Security
Période courante,Tibesti,Number,2017,0.0,INSEED - Food Security
Période courante,Tibesti,Number,2017,0.0,INSEED - Food Security
Période courante,Tibesti,Number,2018,0.0,INSEED - Food Security
Période courante,Tibesti,Number,2018,9418.0,INSEED - Food Security
Période courante,Tibesti,Number,2019,4551.0,INSEED - Food Security
